fact_id,vintage_id,car_reference,sale_quantity,sale_price,Brand,Model,Year,Engine Size,Top Speed,Horsepower,Country
45490,16,375,4,31643,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
45491,10,76,3,32394,Cadillac,Eldorado,1976,8.2L,180,215,USA
45492,49,1,2,38523,Saab,Sonett III,1972,1.7L,165,65,Sweden
45493,22,16,1,9738,Aston Martin,V8 Vantage,1977,5.3L,260,390,UK
45494,0,44,4,40284,Ford,Mustang Boss 302,1969,5.0L,220,290,USA
45495,39,94,1,32342,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
45496,37,324,2,39915,Datsun,240Z,1971,2.4L,200,151,Japan
45497,13,15,4,17234,Volkswagen,Karmann Ghia,1971,1.6L,145,50,Germany
45498,16,382,3,45040,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
45499,37,152,3,45266,Datsun,240Z,1971,2.4L,200,151,Japan
45500,25,194,4,44261,Triumph,Spitfire MkIV,1974,1.5L,155,63,UK
45501,3,73,3,17424,Chevrolet,Camaro Z28,1970,5.7L,210,360,USA
45502,5,80,1,40512,Chevrolet,Corvette Stingray,1967,5.4L,240,300,USA
45503,16,152,1,44907,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
45504,3,178,4,19427,Chevrolet,Camaro Z28,1970,5.7L,210,360,USA
45505,12,110,4,39356,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
45506,3,107,3,13607,Chevrolet,Camaro Z28,1970,5.7L,210,360,USA
45507,12,6,1,11792,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
45508,28,9,2,25826,Ferrari,Dino 246 GT,1972,2.4L,235,195,Italy
45509,26,355,3,22403,MG,MGB Roadster,1969,1.8L,170,95,UK
45510,4,97,4,25463,Chevrolet,Chevelle SS,1970,7.4L,215,450,USA
45511,2,340,1,23461,Ford,Thunderbird,1967,7.0L,205,345,USA
45512,37,138,1,25732,Datsun,240Z,1971,2.4L,200,151,Japan
45513,2,222,1,24882,Ford,Thunderbird,1967,7.0L,205,345,USA
45514,42,265,1,10475,Honda,Civic RS,1975,1.5L,155,76,Japan
45515,34,21,4,35906,Fiat,124 Spider,1971,1.6L,170,108,Italy
45516,52,155,3,33722,Ford Falcon,GT-HO Phase III,1971,5.8L,225,300,Australia
45517,17,260,2,29920,Mercedes-Benz,450SL,1975,4.5L,215,225,Germany
45518,32,259,4,28008,Alfa Romeo,GTV 1750,1969,1.8L,195,118,Italy
45519,33,57,4,46268,Maserati,Bora,1973,4.7L,265,310,Italy
45520,2,70,2,49780,Ford,Thunderbird,1967,7.0L,205,345,USA
45521,52,288,4,19492,Ford Falcon,GT-HO Phase III,1971,5.8L,225,300,Australia
45522,35,249,3,33690,Toyota,2000GT,1969,2.0L,220,150,Japan
45523,17,278,3,15690,Mercedes-Benz,450SL,1975,4.5L,215,225,Germany
45524,18,290,2,29499,BMW,2002 Turbo,1974,2.0L,210,170,Germany
45525,50,401,2,12186,Opel,GT,1971,1.9L,185,102,Germany
45526,22,373,2,31147,Aston Martin,V8 Vantage,1977,5.3L,260,390,UK
45527,43,360,2,10698,Nissan,Bluebird 610,1974,1.8L,170,105,Japan
45528,32,151,2,22702,Alfa Romeo,GTV 1750,1969,1.8L,195,118,Italy
45529,28,337,3,45660,Ferrari,Dino 246 GT,1972,2.4L,235,195,Italy
45530,48,320,3,24203,Volvo,P1800,1969,2.0L,190,118,Sweden
45531,42,131,3,7703,Honda,Civic RS,1975,1.5L,155,76,Japan
45532,15,159,2,16139,Porsche,914,1974,2.0L,205,100,Germany
45533,22,314,4,34597,Aston Martin,V8 Vantage,1977,5.3L,260,390,UK
45534,42,342,2,23994,Honda,Civic RS,1975,1.5L,155,76,Japan
45535,10,404,4,16872,Cadillac,Eldorado,1976,8.2L,180,215,USA
45536,38,102,2,21842,Datsun,510,1972,1.6L,165,96,Japan
45537,25,137,1,18906,Triumph,Spitfire MkIV,1974,1.5L,155,63,UK
45538,4,278,1,8625,Chevrolet,Chevelle SS,1970,7.4L,215,450,USA
45539,10,133,4,9152,Cadillac,Eldorado,1976,8.2L,180,215,USA
45540,7,345,4,29377,Dodge,Challenger T/A,1970,5.6L,205,290,USA
45541,35,83,4,25181,Toyota,2000GT,1969,2.0L,220,150,Japan
45542,48,33,1,30062,Volvo,P1800,1969,2.0L,190,118,Sweden
45543,38,239,4,17555,Datsun,510,1972,1.6L,165,96,Japan
45544,2,179,3,27190,Ford,Thunderbird,1967,7.0L,205,345,USA
45545,17,288,1,42223,Mercedes-Benz,450SL,1975,4.5L,215,225,Germany
45546,33,294,4,47391,Maserati,Bora,1973,4.7L,265,310,Italy
45547,48,135,1,31511,Volvo,P1800,1969,2.0L,190,118,Sweden
45548,20,354,2,15094,Jaguar,E-Type Series 3,1971,5.3L,240,272,UK
45549,8,184,1,18234,Pontiac,Firebird Trans Am,1973,7.5L,205,310,USA
45550,25,38,1,10581,Triumph,Spitfire MkIV,1974,1.5L,155,63,UK
45551,50,38,2,27042,Opel,GT,1971,1.9L,185,102,Germany
45552,0,230,4,23502,Ford,Mustang Boss 302,1969,5.0L,220,290,USA
45553,46,289,4,11325,Peugeot,504 Coupe,1972,2.0L,180,104,France
45554,31,242,2,36439,Alfa Romeo,Spider 2000,1978,2.0L,190,128,Italy
45555,26,98,2,13229,MG,MGB Roadster,1969,1.8L,170,95,UK
45556,39,218,1,21230,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
45557,3,210,3,20953,Chevrolet,Camaro Z28,1970,5.7L,210,360,USA
45558,30,79,1,27162,Lamborghini,Espada,1970,3.9L,245,325,Italy
45559,37,53,3,26029,Datsun,240Z,1971,2.4L,200,151,Japan
45560,24,44,4,33485,Mini,Cooper S Mk3,1970,1.3L,160,75,UK
45561,34,385,3,14978,Fiat,124 Spider,1971,1.6L,170,108,Italy
45562,35,384,4,24579,Toyota,2000GT,1969,2.0L,220,150,Japan
45563,14,307,1,18511,Porsche,911 Carrera RS,1973,2.7L,240,210,Germany
45564,21,100,1,17528,Jaguar,XJ6 Series 1,1972,4.2L,205,170,UK
45565,11,283,2,14750,Lincoln,Continental Mark IV,1975,7.5L,190,202,USA
45566,8,275,4,12635,Pontiac,Firebird Trans Am,1973,7.5L,205,310,USA
45567,19,23,2,46549,BMW,3.0 CSL,1973,3.0L,220,206,Germany
45568,6,336,4,49741,Dodge,Charger R/T,1968,7.2L,225,375,USA
45569,16,398,4,31384,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
45570,18,173,3,36675,BMW,2002 Turbo,1974,2.0L,210,170,Germany
45571,37,55,1,36372,Datsun,240Z,1971,2.4L,200,151,Japan
45572,47,295,1,27552,Citroen,SM,1971,2.7L,220,170,France
45573,43,144,2,23299,Nissan,Bluebird 610,1974,1.8L,170,105,Japan
45574,36,405,2,24518,Toyota,Celica GT,1976,2.2L,185,96,Japan
45575,38,335,2,45531,Datsun,510,1972,1.6L,165,96,Japan
45576,7,0,2,36587,Dodge,Challenger T/A,1970,5.6L,205,290,USA
45577,11,149,1,46656,Lincoln,Continental Mark IV,1975,7.5L,190,202,USA
45578,29,245,3,18658,Lamborghini,Urraco P250,1972,2.5L,245,220,Italy
45579,49,285,4,13646,Saab,Sonett III,1972,1.7L,165,65,Sweden
45580,9,286,3,34076,Pontiac,GTO Judge,1969,6.6L,215,366,USA
45581,47,240,2,47314,Citroen,SM,1971,2.7L,220,170,France
45582,34,253,4,42624,Fiat,124 Spider,1971,1.6L,170,108,Italy
45583,32,317,3,24665,Alfa Romeo,GTV 1750,1969,1.8L,195,118,Italy
45584,35,208,2,10326,Toyota,2000GT,1969,2.0L,220,150,Japan
45585,21,5,2,16012,Jaguar,XJ6 Series 1,1972,4.2L,205,170,UK
45586,52,376,1,43622,Ford Falcon,GT-HO Phase III,1971,5.8L,225,300,Australia
45587,27,136,3,35252,Ferrari,308 GTB,1975,3.0L,255,255,Italy
45588,44,323,1,35691,Subaru,Leone Coupe,1973,1.4L,150,80,Japan
45589,17,379,3,24194,Mercedes-Benz,450SL,1975,4.5L,215,225,Germany
45590,50,198,1,10032,Opel,GT,1971,1.9L,185,102,Germany
45591,45,36,3,26671,Renault,Alpine A110,1973,1.6L,210,138,France
45592,35,313,1,18767,Toyota,2000GT,1969,2.0L,220,150,Japan
45593,49,127,1,14641,Saab,Sonett III,1972,1.7L,165,65,Sweden
45594,11,202,1,20885,Lincoln,Continental Mark IV,1975,7.5L,190,202,USA
45595,33,315,1,41237,Maserati,Bora,1973,4.7L,265,310,Italy
45596,45,113,2,30248,Renault,Alpine A110,1973,1.6L,210,138,France
45597,41,206,1,46183,Honda,S600,1966,0.6L,145,57,Japan
45598,13,51,2,5701,Volkswagen,Karmann Ghia,1971,1.6L,145,50,Germany
45599,36,369,3,31706,Toyota,Celica GT,1976,2.2L,185,96,Japan
45600,16,180,1,27567,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
45601,31,186,2,13628,Alfa Romeo,Spider 2000,1978,2.0L,190,128,Italy
45602,46,203,4,43026,Peugeot,504 Coupe,1972,2.0L,180,104,France
45603,40,329,2,41578,Mazda,RX-3,1973,1.1L,190,130,Japan
45604,40,145,2,30375,Mazda,RX-3,1973,1.1L,190,130,Japan
45605,16,231,3,13115,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
45606,37,162,2,30602,Datsun,240Z,1971,2.4L,200,151,Japan
45607,41,94,3,32268,Honda,S600,1966,0.6L,145,57,Japan
45608,5,53,2,35787,Chevrolet,Corvette Stingray,1967,5.4L,240,300,USA
45609,48,126,3,49674,Volvo,P1800,1969,2.0L,190,118,Sweden
45610,37,138,3,9764,Datsun,240Z,1971,2.4L,200,151,Japan
45611,20,323,3,26808,Jaguar,E-Type Series 3,1971,5.3L,240,272,UK
45612,50,400,4,38498,Opel,GT,1971,1.9L,185,102,Germany
45613,15,401,1,20076,Porsche,914,1974,2.0L,205,100,Germany
45614,10,163,3,29285,Cadillac,Eldorado,1976,8.2L,180,215,USA
45615,9,217,3,49452,Pontiac,GTO Judge,1969,6.6L,215,366,USA
45616,40,283,3,26694,Mazda,RX-3,1973,1.1L,190,130,Japan
45617,14,24,2,40279,Porsche,911 Carrera RS,1973,2.7L,240,210,Germany
45618,37,217,3,45759,Datsun,240Z,1971,2.4L,200,151,Japan
45619,11,164,1,44261,Lincoln,Continental Mark IV,1975,7.5L,190,202,USA
45620,42,302,3,17705,Honda,Civic RS,1975,1.5L,155,76,Japan
45621,21,256,1,8791,Jaguar,XJ6 Series 1,1972,4.2L,205,170,UK
45622,14,292,3,44234,Porsche,911 Carrera RS,1973,2.7L,240,210,Germany
45623,18,144,1,16172,BMW,2002 Turbo,1974,2.0L,210,170,Germany
45624,7,289,1,24913,Dodge,Challenger T/A,1970,5.6L,205,290,USA
45625,14,226,4,13727,Porsche,911 Carrera RS,1973,2.7L,240,210,Germany
45626,36,154,2,32447,Toyota,Celica GT,1976,2.2L,185,96,Japan
45627,46,3,3,16359,Peugeot,504 Coupe,1972,2.0L,180,104,France
45628,44,126,1,20840,Subaru,Leone Coupe,1973,1.4L,150,80,Japan
45629,29,398,1,43641,Lamborghini,Urraco P250,1972,2.5L,245,220,Italy
45630,21,312,3,43579,Jaguar,XJ6 Series 1,1972,4.2L,205,170,UK
45631,41,331,1,29577,Honda,S600,1966,0.6L,145,57,Japan
45632,50,289,1,32881,Opel,GT,1971,1.9L,185,102,Germany
45633,40,4,2,45064,Mazda,RX-3,1973,1.1L,190,130,Japan
45634,37,172,3,41921,Datsun,240Z,1971,2.4L,200,151,Japan
45635,41,384,4,5003,Honda,S600,1966,0.6L,145,57,Japan
45636,42,324,3,30974,Honda,Civic RS,1975,1.5L,155,76,Japan
45637,30,297,2,16256,Lamborghini,Espada,1970,3.9L,245,325,Italy
45638,21,91,4,7359,Jaguar,XJ6 Series 1,1972,4.2L,205,170,UK
45639,12,50,4,42180,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
45640,17,183,1,40170,Mercedes-Benz,450SL,1975,4.5L,215,225,Germany
45641,22,284,4,11120,Aston Martin,V8 Vantage,1977,5.3L,260,390,UK
45642,22,120,3,42315,Aston Martin,V8 Vantage,1977,5.3L,260,390,UK
45643,26,327,1,30437,MG,MGB Roadster,1969,1.8L,170,95,UK
45644,5,146,1,34034,Chevrolet,Corvette Stingray,1967,5.4L,240,300,USA
45645,2,22,4,6323,Ford,Thunderbird,1967,7.0L,205,345,USA
45646,46,270,1,30172,Peugeot,504 Coupe,1972,2.0L,180,104,France
45647,34,232,3,22080,Fiat,124 Spider,1971,1.6L,170,108,Italy
45648,21,162,2,14861,Jaguar,XJ6 Series 1,1972,4.2L,205,170,UK
45649,16,64,2,34573,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
45650,19,244,3,49323,BMW,3.0 CSL,1973,3.0L,220,206,Germany
45651,12,355,4,35906,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
45652,5,9,1,41073,Chevrolet,Corvette Stingray,1967,5.4L,240,300,USA
45653,23,181,2,43727,Aston Martin,DB6,1966,4.0L,240,282,UK
45654,21,286,4,42123,Jaguar,XJ6 Series 1,1972,4.2L,205,170,UK
45655,28,226,3,12295,Ferrari,Dino 246 GT,1972,2.4L,235,195,Italy
45656,36,287,4,29135,Toyota,Celica GT,1976,2.2L,185,96,Japan
45657,15,326,4,13325,Porsche,914,1974,2.0L,205,100,Germany
45658,19,397,4,19667,BMW,3.0 CSL,1973,3.0L,220,206,Germany
45659,27,369,4,6500,Ferrari,308 GTB,1975,3.0L,255,255,Italy
45660,46,371,1,41600,Peugeot,504 Coupe,1972,2.0L,180,104,France
45661,3,108,2,46960,Chevrolet,Camaro Z28,1970,5.7L,210,360,USA
45662,48,371,1,36822,Volvo,P1800,1969,2.0L,190,118,Sweden
45663,42,387,3,17268,Honda,Civic RS,1975,1.5L,155,76,Japan
45664,17,306,3,12020,Mercedes-Benz,450SL,1975,4.5L,215,225,Germany
45665,21,51,3,14279,Jaguar,XJ6 Series 1,1972,4.2L,205,170,UK
45666,25,208,3,24280,Triumph,Spitfire MkIV,1974,1.5L,155,63,UK
45667,19,15,2,10755,BMW,3.0 CSL,1973,3.0L,220,206,Germany
45668,22,243,4,17322,Aston Martin,V8 Vantage,1977,5.3L,260,390,UK
45669,39,329,4,25052,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
45670,41,220,4,19827,Honda,S600,1966,0.6L,145,57,Japan
45671,26,195,4,7761,MG,MGB Roadster,1969,1.8L,170,95,UK
45672,1,111,4,48638,Ford,Mustang Mach 1,1971,5.8L,210,285,USA
45673,51,394,4,37721,Holden,Monaro GTS,1971,5.7L,210,300,Australia
45674,37,262,2,35071,Datsun,240Z,1971,2.4L,200,151,Japan
45675,10,310,1,21928,Cadillac,Eldorado,1976,8.2L,180,215,USA
45676,33,146,3,35491,Maserati,Bora,1973,4.7L,265,310,Italy
45677,36,103,1,48416,Toyota,Celica GT,1976,2.2L,185,96,Japan
45678,29,186,3,9517,Lamborghini,Urraco P250,1972,2.5L,245,220,Italy
45679,0,361,4,35175,Ford,Mustang Boss 302,1969,5.0L,220,290,USA
45680,7,203,3,44439,Dodge,Challenger T/A,1970,5.6L,205,290,USA
45681,31,84,3,27971,Alfa Romeo,Spider 2000,1978,2.0L,190,128,Italy
45682,46,147,3,9818,Peugeot,504 Coupe,1972,2.0L,180,104,France
45683,21,231,3,25808,Jaguar,XJ6 Series 1,1972,4.2L,205,170,UK
45684,4,164,3,38083,Chevrolet,Chevelle SS,1970,7.4L,215,450,USA
45685,2,103,1,34575,Ford,Thunderbird,1967,7.0L,205,345,USA
45686,50,154,4,48723,Opel,GT,1971,1.9L,185,102,Germany
45687,16,341,3,39933,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
45688,20,361,1,35503,Jaguar,E-Type Series 3,1971,5.3L,240,272,UK
45689,7,335,4,21447,Dodge,Challenger T/A,1970,5.6L,205,290,USA
45690,1,300,1,27446,Ford,Mustang Mach 1,1971,5.8L,210,285,USA
45691,5,221,4,38602,Chevrolet,Corvette Stingray,1967,5.4L,240,300,USA
45692,39,279,1,46983,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
45693,14,126,2,15061,Porsche,911 Carrera RS,1973,2.7L,240,210,Germany
45694,0,315,4,30944,Ford,Mustang Boss 302,1969,5.0L,220,290,USA
45695,4,288,3,35245,Chevrolet,Chevelle SS,1970,7.4L,215,450,USA
45696,5,363,4,37225,Chevrolet,Corvette Stingray,1967,5.4L,240,300,USA
45697,20,358,3,43108,Jaguar,E-Type Series 3,1971,5.3L,240,272,UK
45698,6,194,2,49300,Dodge,Charger R/T,1968,7.2L,225,375,USA
45699,31,246,2,44219,Alfa Romeo,Spider 2000,1978,2.0L,190,128,Italy
45700,10,25,2,30790,Cadillac,Eldorado,1976,8.2L,180,215,USA
45701,43,304,3,45735,Nissan,Bluebird 610,1974,1.8L,170,105,Japan
45702,42,34,3,39974,Honda,Civic RS,1975,1.5L,155,76,Japan
45703,44,241,3,29881,Subaru,Leone Coupe,1973,1.4L,150,80,Japan
45704,12,85,2,27232,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
45705,48,101,3,36442,Volvo,P1800,1969,2.0L,190,118,Sweden
45706,38,92,3,49790,Datsun,510,1972,1.6L,165,96,Japan
45707,13,211,3,49837,Volkswagen,Karmann Ghia,1971,1.6L,145,50,Germany
45708,10,297,4,34406,Cadillac,Eldorado,1976,8.2L,180,215,USA
45709,38,346,3,43637,Datsun,510,1972,1.6L,165,96,Japan
45710,23,112,3,47641,Aston Martin,DB6,1966,4.0L,240,282,UK
45711,39,141,4,41584,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
45712,36,61,2,25611,Toyota,Celica GT,1976,2.2L,185,96,Japan
45713,45,88,4,25439,Renault,Alpine A110,1973,1.6L,210,138,France
45714,31,8,4,16409,Alfa Romeo,Spider 2000,1978,2.0L,190,128,Italy
45715,1,76,2,19884,Ford,Mustang Mach 1,1971,5.8L,210,285,USA
45716,48,29,1,36231,Volvo,P1800,1969,2.0L,190,118,Sweden
45717,29,29,1,19282,Lamborghini,Urraco P250,1972,2.5L,245,220,Italy
45718,46,293,4,30071,Peugeot,504 Coupe,1972,2.0L,180,104,France
45719,19,80,2,18781,BMW,3.0 CSL,1973,3.0L,220,206,Germany
45720,26,360,2,15875,MG,MGB Roadster,1969,1.8L,170,95,UK
45721,42,18,1,27603,Honda,Civic RS,1975,1.5L,155,76,Japan
45722,5,42,1,44029,Chevrolet,Corvette Stingray,1967,5.4L,240,300,USA
45723,0,259,1,14186,Ford,Mustang Boss 302,1969,5.0L,220,290,USA
45724,28,315,2,43067,Ferrari,Dino 246 GT,1972,2.4L,235,195,Italy
45725,41,238,2,9089,Honda,S600,1966,0.6L,145,57,Japan
45726,10,178,2,17028,Cadillac,Eldorado,1976,8.2L,180,215,USA
45727,12,248,3,30201,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
45728,39,155,4,14053,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
45729,12,235,2,28865,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
45730,18,116,2,25415,BMW,2002 Turbo,1974,2.0L,210,170,Germany
45731,45,58,3,10149,Renault,Alpine A110,1973,1.6L,210,138,France
45732,18,306,1,33402,BMW,2002 Turbo,1974,2.0L,210,170,Germany
45733,30,142,1,24404,Lamborghini,Espada,1970,3.9L,245,325,Italy
45734,21,329,3,45855,Jaguar,XJ6 Series 1,1972,4.2L,205,170,UK
45735,4,34,1,7642,Chevrolet,Chevelle SS,1970,7.4L,215,450,USA
45736,37,159,3,43727,Datsun,240Z,1971,2.4L,200,151,Japan
45737,28,71,3,7284,Ferrari,Dino 246 GT,1972,2.4L,235,195,Italy
45738,3,62,1,39990,Chevrolet,Camaro Z28,1970,5.7L,210,360,USA
45739,23,248,3,13561,Aston Martin,DB6,1966,4.0L,240,282,UK
45740,34,148,4,22800,Fiat,124 Spider,1971,1.6L,170,108,Italy
45741,12,10,4,42969,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
45742,4,355,4,40552,Chevrolet,Chevelle SS,1970,7.4L,215,450,USA
45743,52,280,4,9628,Ford Falcon,GT-HO Phase III,1971,5.8L,225,300,Australia
45744,30,226,3,13524,Lamborghini,Espada,1970,3.9L,245,325,Italy
45745,1,11,2,11519,Ford,Mustang Mach 1,1971,5.8L,210,285,USA
45746,27,205,1,22893,Ferrari,308 GTB,1975,3.0L,255,255,Italy
45747,39,9,1,10327,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
45748,43,266,1,20463,Nissan,Bluebird 610,1974,1.8L,170,105,Japan
45749,50,338,4,15488,Opel,GT,1971,1.9L,185,102,Germany
45750,6,168,3,40075,Dodge,Charger R/T,1968,7.2L,225,375,USA
45751,42,88,1,42751,Honda,Civic RS,1975,1.5L,155,76,Japan
45752,7,0,3,36916,Dodge,Challenger T/A,1970,5.6L,205,290,USA
45753,41,184,4,11488,Honda,S600,1966,0.6L,145,57,Japan
45754,5,248,4,46482,Chevrolet,Corvette Stingray,1967,5.4L,240,300,USA
45755,31,135,4,8658,Alfa Romeo,Spider 2000,1978,2.0L,190,128,Italy
45756,35,300,2,37228,Toyota,2000GT,1969,2.0L,220,150,Japan
45757,43,31,3,17182,Nissan,Bluebird 610,1974,1.8L,170,105,Japan
45758,18,398,2,37738,BMW,2002 Turbo,1974,2.0L,210,170,Germany
45759,46,263,3,48553,Peugeot,504 Coupe,1972,2.0L,180,104,France
45760,4,93,1,6647,Chevrolet,Chevelle SS,1970,7.4L,215,450,USA
45761,33,57,1,8858,Maserati,Bora,1973,4.7L,265,310,Italy
45762,7,90,3,17849,Dodge,Challenger T/A,1970,5.6L,205,290,USA
45763,14,1,1,32623,Porsche,911 Carrera RS,1973,2.7L,240,210,Germany
45764,5,284,3,24616,Chevrolet,Corvette Stingray,1967,5.4L,240,300,USA
45765,45,83,2,41191,Renault,Alpine A110,1973,1.6L,210,138,France
45766,21,329,2,42163,Jaguar,XJ6 Series 1,1972,4.2L,205,170,UK
45767,17,99,2,9892,Mercedes-Benz,450SL,1975,4.5L,215,225,Germany
45768,34,256,2,21985,Fiat,124 Spider,1971,1.6L,170,108,Italy
45769,30,372,3,29920,Lamborghini,Espada,1970,3.9L,245,325,Italy
45770,27,60,3,6692,Ferrari,308 GTB,1975,3.0L,255,255,Italy
45771,15,400,4,23107,Porsche,914,1974,2.0L,205,100,Germany
45772,10,81,2,15273,Cadillac,Eldorado,1976,8.2L,180,215,USA
45773,50,302,3,10580,Opel,GT,1971,1.9L,185,102,Germany
45774,18,138,4,18366,BMW,2002 Turbo,1974,2.0L,210,170,Germany
45775,22,257,2,27615,Aston Martin,V8 Vantage,1977,5.3L,260,390,UK
45776,6,249,1,47079,Dodge,Charger R/T,1968,7.2L,225,375,USA
45777,42,164,3,47819,Honda,Civic RS,1975,1.5L,155,76,Japan
45778,15,333,3,35016,Porsche,914,1974,2.0L,205,100,Germany
45779,1,161,2,42036,Ford,Mustang Mach 1,1971,5.8L,210,285,USA
45780,41,273,2,44169,Honda,S600,1966,0.6L,145,57,Japan
45781,45,329,1,41934,Renault,Alpine A110,1973,1.6L,210,138,France
45782,46,404,3,25764,Peugeot,504 Coupe,1972,2.0L,180,104,France
45783,29,336,3,40950,Lamborghini,Urraco P250,1972,2.5L,245,220,Italy
45784,5,97,4,46988,Chevrolet,Corvette Stingray,1967,5.4L,240,300,USA
45785,31,190,3,13378,Alfa Romeo,Spider 2000,1978,2.0L,190,128,Italy
45786,30,400,1,6913,Lamborghini,Espada,1970,3.9L,245,325,Italy
45787,11,244,2,28156,Lincoln,Continental Mark IV,1975,7.5L,190,202,USA
45788,11,62,3,18813,Lincoln,Continental Mark IV,1975,7.5L,190,202,USA
45789,21,211,3,39334,Jaguar,XJ6 Series 1,1972,4.2L,205,170,UK
45790,47,346,1,44826,Citroen,SM,1971,2.7L,220,170,France
45791,35,353,2,49738,Toyota,2000GT,1969,2.0L,220,150,Japan
45792,40,313,1,15411,Mazda,RX-3,1973,1.1L,190,130,Japan
45793,28,52,2,13555,Ferrari,Dino 246 GT,1972,2.4L,235,195,Italy
45794,26,15,4,14011,MG,MGB Roadster,1969,1.8L,170,95,UK
45795,11,330,4,11132,Lincoln,Continental Mark IV,1975,7.5L,190,202,USA
45796,25,90,3,7907,Triumph,Spitfire MkIV,1974,1.5L,155,63,UK
45797,8,129,3,33818,Pontiac,Firebird Trans Am,1973,7.5L,205,310,USA
45798,16,287,2,8305,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
45799,36,1,4,8040,Toyota,Celica GT,1976,2.2L,185,96,Japan
45800,35,71,4,27650,Toyota,2000GT,1969,2.0L,220,150,Japan
45801,10,399,1,6137,Cadillac,Eldorado,1976,8.2L,180,215,USA
45802,47,405,1,25120,Citroen,SM,1971,2.7L,220,170,France
45803,9,304,2,24728,Pontiac,GTO Judge,1969,6.6L,215,366,USA
45804,9,47,4,13833,Pontiac,GTO Judge,1969,6.6L,215,366,USA
45805,37,48,4,16048,Datsun,240Z,1971,2.4L,200,151,Japan
45806,6,297,3,36846,Dodge,Charger R/T,1968,7.2L,225,375,USA
45807,22,353,2,28882,Aston Martin,V8 Vantage,1977,5.3L,260,390,UK
45808,22,351,2,27852,Aston Martin,V8 Vantage,1977,5.3L,260,390,UK
45809,38,223,1,47584,Datsun,510,1972,1.6L,165,96,Japan
45810,45,124,4,20592,Renault,Alpine A110,1973,1.6L,210,138,France
45811,15,53,2,31649,Porsche,914,1974,2.0L,205,100,Germany
45812,30,86,4,6211,Lamborghini,Espada,1970,3.9L,245,325,Italy
45813,12,128,4,20680,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
45814,15,226,2,22440,Porsche,914,1974,2.0L,205,100,Germany
45815,52,59,1,8136,Ford Falcon,GT-HO Phase III,1971,5.8L,225,300,Australia
45816,20,20,3,20730,Jaguar,E-Type Series 3,1971,5.3L,240,272,UK
45817,17,245,4,27114,Mercedes-Benz,450SL,1975,4.5L,215,225,Germany
45818,44,94,3,34702,Subaru,Leone Coupe,1973,1.4L,150,80,Japan
45819,29,221,1,6233,Lamborghini,Urraco P250,1972,2.5L,245,220,Italy
45820,5,158,1,47859,Chevrolet,Corvette Stingray,1967,5.4L,240,300,USA
45821,40,66,2,18097,Mazda,RX-3,1973,1.1L,190,130,Japan
45822,20,249,4,47400,Jaguar,E-Type Series 3,1971,5.3L,240,272,UK
45823,39,137,3,40831,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
45824,12,206,2,20197,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
45825,21,138,2,45851,Jaguar,XJ6 Series 1,1972,4.2L,205,170,UK
45826,34,151,2,11048,Fiat,124 Spider,1971,1.6L,170,108,Italy
45827,41,111,2,48247,Honda,S600,1966,0.6L,145,57,Japan
45828,24,363,1,42012,Mini,Cooper S Mk3,1970,1.3L,160,75,UK
45829,40,285,4,7927,Mazda,RX-3,1973,1.1L,190,130,Japan
45830,7,264,2,48394,Dodge,Challenger T/A,1970,5.6L,205,290,USA
45831,15,74,2,31324,Porsche,914,1974,2.0L,205,100,Germany
45832,18,113,1,35533,BMW,2002 Turbo,1974,2.0L,210,170,Germany
45833,48,332,2,42455,Volvo,P1800,1969,2.0L,190,118,Sweden
45834,16,159,1,36405,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
45835,45,329,1,30415,Renault,Alpine A110,1973,1.6L,210,138,France
45836,44,330,2,21967,Subaru,Leone Coupe,1973,1.4L,150,80,Japan
45837,1,70,2,5365,Ford,Mustang Mach 1,1971,5.8L,210,285,USA
